name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,cost
New Prashanth Hotel,Yes,No,3.6,143,Jayanagar,Casual Dining,"Ragi Mudde, Lemon Chicken, Chilli Chicken, Chicken Curry, Mutton Chops, Mutton Biryani","South Indian, Biryani, Chinese, North Indian",750.0
The Grillo,Yes,Yes,2.8,80,Jayanagar,Casual Dining,,"South Indian, Arabian, Chinese, North Indian, Seafood, Mangalorean",500.0
Re Malnad Nati Style Hotel,Yes,No,3.6,16,JP Nagar,Casual Dining,,South Indian,400.0
Karma Kaapi,Yes,No,4.4,181,Jayanagar,Beverage Shop,"Pasta, Potato Fries, Potato Wedges, Hot Chocolate, Chaat, Filter Coffee, Americano","Beverages, Tea",250.0
Tiwari's,Yes,No,3.8,70,Jayanagar,Quick Bites,"Sweet Lassi, Gulab Jamun, Palak Paneer Paratha, Paneer Parantha","North Indian, Street Food",200.0
Pizza Stop,Yes,No,3.8,164,Basavanagudi,Quick Bites,"Pizza, White Sauce Pasta, Masala Garlic Bread","Pizza, Italian",600.0
Biggies Burger 'n' More,Yes,No,3.6,58,Kumaraswamy Layout,Quick Bites,"Burgers, Fries, Mojito, Chicken Burger","Cafe, Burger, Beverages",650.0
Kollapuri's,No,No,3.9,206,Basavanagudi,Quick Bites,"Chicken Biryani, Mutton Biryani, Egg Biryani, Chicken Fry, Mutton Fry","South Indian, Mangalorean",450.0
Kadamba Classic,No,No,3.6,16,Mysore Road,Quick Bites,,South Indian,300.0
RS Shiv Sagar,No,No,3.7,217,Basavanagudi,Casual Dining,"Chaat, Brownie, Onion Rings, Tomato Soup, Paneer Manchurian, Thali, Faluda","North Indian, Chinese, South Indian, Fast Food, Juices",450.0
Kholi Mane,No,No,3.6,46,Basavanagudi,Quick Bites,,"Andhra, South Indian, Biryani, North Indian",450.0
Harshi Super Sandwich,No,No,3.8,148,Basavanagudi,Quick Bites,"Sandwiches, Chocolate Sandwich, Chaat, Veg Cheese Sandwich, Chilli Cheese, Corn Sandwich","Fast Food, Street Food",150.0
Cake Yard,No,No,3.4,30,Basavanagudi,Dessert Parlor,,Desserts,250.0
Sri Udupi Veg,No,No,3.3,4,Jayanagar,Quick Bites,,South Indian,250.0
Cake Art,No,No,3.5,15,Basavanagudi,"Bakery, Quick Bites",,Bakery,400.0
Potato House,Yes,No,3.4,9,Uttarahalli,Quick Bites,,Street Food,200.0
Matru Sagar,Yes,No,3.7,31,Mysore Road,Quick Bites,,"South Indian, North Indian",300.0
Ugadi,Yes,No,2.9,177,Jayanagar,Casual Dining,"Prawn Biryani, Andhra Meal, Veg Thali, Fry Piece Biryani, Gongura Chicken, Paratha","North Indian, Chinese, Biryani, Andhra, Mangalorean",700.0
Sri Krishna Sweets,Yes,No,3.7,22,Basavanagudi,Sweet Shop,,"Mithai, Desserts",250.0
In Time Cane Juice,Yes,No,3.5,10,Kumaraswamy Layout,Beverage Shop,,"Juices, Beverages",100.0
Subway,Yes,No,3.7,136,Banashankari,Quick Bites,"Veggie Delight, Paneer Tikka, Salad","Salad, Fast Food",600.0
Daal Roti,Yes,No,2.9,35,Kumaraswamy Layout,Quick Bites,,"North Indian, Chinese",250.0
The Lassi Park,Yes,No,4.1,185,Jayanagar,Quick Bites,"Faluda, Brownie, Sandwich, Kulfi, Fruit Salad, Sweet Lassi, Chocolate Fudge","Juices, Desserts",200.0
Cafe Coffee Day,Yes,No,3.2,17,Jayanagar,Cafe,,"Cafe, Fast Food",900.0
A2B - Adyar Ananda Bhavan,Yes,No,3.8,155,Mysore Road,Casual Dining,"Pav Bhaji, Masala Dosa, Idli Vada, Filter Coffee, Pongal, Curd Rice, Kesari Bath","South Indian, North Indian, Chinese, Street Food",400.0
Srikrishna Bhavan,Yes,No,3.8,42,Banashankari,Quick Bites,"Roti, Masala Dosa","South Indian, North Indian, Chinese",300.0
Green Gardenia,Yes,No,3.8,160,Banashankari,Casual Dining,"Masala Papad, Paneer Satay, Paneer Hyderabadi, Butter Naan, Roti","North Indian, Chinese",700.0
J Spice,Yes,No,3.8,59,Banashankari,Casual Dining,"Stuffed Mushroom, Chicken Biryani, Jal-jeera","North Indian, Chinese",750.0
Karavali Family Restaurant,Yes,No,3.5,90,Jayanagar,Casual Dining,,"Seafood, Biryani, South Indian, North Indian, Chinese",500.0
Karavali Lunch Home,Yes,No,3.7,51,Kumaraswamy Layout,Quick Bites,,"South Indian, Mangalorean",350.0
Hatti Kaapi,Yes,No,4.0,89,Jayanagar,Quick Bites,"Filter Coffee, Tea, Hot Coffee, Hatti Samosa","South Indian, Beverages",200.0
Kolkata Kathi Roll's,Yes,No,3.6,18,Banashankari,Quick Bites,,"Fast Food, Rolls",250.0
Upahara Darshini,Yes,No,3.9,40,Basavanagudi,Casual Dining,Masala Dosa,"North Indian, Chinese, South Indian, Fast Food",600.0
The Chaat Shop,Yes,No,2.5,35,Basavanagudi,Quick Bites,"Badam Milk, Potato Twister, Pav Bhaji, Panipuri, Tikki Chaat, Cheese Cutlet",Fast Food,200.0
Anda Ka Funda,Yes,No,3.4,89,Jayanagar,Quick Bites,,"North Indian, Chinese, Rolls",250.0
Shri Vinayaka Ice N Juice,Yes,No,3.2,11,Basavanagudi,Quick Bites,,"Beverages, Fast Food",150.0
Ibaco,Yes,No,3.9,33,Jayanagar,Dessert Parlor,,Desserts,300.0
Jalaram Sweets,Yes,No,3.8,32,Jayanagar,Sweet Shop,,"Desserts, Mithai",250.0
Samskruti - Sanman Gardenia,Yes,No,4.1,139,Jayanagar,Casual Dining,"Roti, Butter Kulcha, Fried Rice, Tomato Soup, Curd Rice, Lunch Buffet, Paneer Tikka","North Indian, Chinese, South Indian",550.0
Bendakaluru Bytes,Yes,No,3.2,154,Vijay Nagar,Quick Bites,,Fast Food,300.0
Cocoa Bakes,Yes,No,3.6,14,Banashankari,Bakery,,"Bakery, Desserts",350.0
Chumma Delicious,Yes,No,3.7,237,Banashankari,Quick Bites,Chicken Biryani,"South Indian, Fast Food",200.0
New Prashanth Hotel,Yes,No,3.9,388,Banashankari,Casual Dining,"Chicken Biryani, Ragi Mudde, Mutton Chops","Biryani, North Indian, Seafood, Andhra",650.0
Dwaraka Grand,Yes,No,3.9,128,Kumaraswamy Layout,Casual Dining,"Masala Dosa, Coffee","South Indian, Chinese, Street Food, Juices",500.0
Gufha - The President Hotel,Yes,Yes,4.1,1875,Jayanagar,Casual Dining,"Cocktails, Paneer Tikka, Rasmalai, Rabri, Masala Papad, Vegetable Biryani, Chicken Curry","North Indian, Afghani, Mughlai",1200.0
Tanna's Kitchen,Yes,No,3.1,7,Kumaraswamy Layout,Quick Bites,,"Italian, Chinese, Street Food",250.0
Shree Mandarathi Grand,Yes,No,3.7,38,Uttarahalli,Casual Dining,,"South Indian, North Indian",400.0
Mojo Pizza - 2X Toppings,Yes,No,4.2,179,Banashankari,Delivery,"Veggie Pizza, Garlic Bread, Lava Cake, Chocolava, Spicy Paneer",Pizza,600.0
Iceberg Icecreams,Yes,No,4.0,43,Basavanagudi,Dessert Parlor,,"Desserts, Ice Cream",250.0
South Kitchen,Yes,No,4.3,275,Basavanagudi,Quick Bites,"Kharabath, Crispy Vada, Filter Coffee, Idli Vada, Idli Chutney, Kesari Bath, Gulab Jamun",South Indian,100.0
Chung Wah,Yes,No,3.7,323,Jayanagar,Casual Dining,"Noodles, Veg Momos, Chowmein, Schezwan Fried Rice, Clear Soup, Sweet Corn Soup, Chicken Wings","Chinese, Thai, Momos",850.0
Shanthi Sagar,Yes,No,3.1,28,Uttarahalli,Casual Dining,,"South Indian, North Indian, Chinese",400.0
Millet Mama,Yes,No,3.9,18,Basavanagudi,Quick Bites,,"South Indian, Healthy Food",200.0
Bangarpet Chat Express,Yes,No,3.3,6,Basavanagudi,Quick Bites,,"Street Food, Fast Food",100.0
Prems Graama Bhojanam,Yes,No,4.3,322,Jayanagar,Casual Dining,"Veg Thali, Matka Kulfi, Pongal, Buttermilk, Vada, Ragi Mudde, Curd Rice",South Indian,400.0
Java City,Yes,No,2.6,157,Jayanagar,Cafe,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza","Cafe, American, Pizza",450.0
Kamat Bugle Rock,Yes,No,3.9,543,Basavanagudi,Quick Bites,"Jowar Roti, Buttermilk, Jolada Rotti, Brinjal Curry, Coffee, Pongal, Vegetable Biryani","South Indian, Fast Food",300.0
Puliyogare Point,Yes,No,4.2,444,Basavanagudi,Quick Bites,"Sweet Pongal, Mini Idlis, Filter Coffee, Open Masala Dosa, Pakoda, Vada, Raagi Dosa",South Indian,100.0
Bangalore Agarwal Bhavan,Yes,No,3.9,134,Jayanagar,Quick Bites,"Paratha, Coffee, Halwa, Lassi","Street Food, North Indian, South Indian",400.0
Rustic Stove,Yes,No,3.8,577,Jayanagar,Casual Dining,"Vegetable Biryani, Pineapple Rasam, Cheese Garlic Naan, Potato Cheese Ball, Bamboo Chicken Biryani, Chicken Skewer, Fish","North Indian, South Indian, Biryani, Beverages",900.0
Udupi Ruchi Grand,Yes,No,4.2,60,Banashankari,Quick Bites,,"South Indian, North Indian, Chinese, Street Food",200.0
De Thaali,Yes,No,3.9,144,Jayanagar,Casual Dining,"Malai Kofta, Sandwich, Naan","North Indian, Chinese, Rolls",550.0
Just Thindi,Yes,No,3.6,16,Basavanagudi,Quick Bites,,South Indian,200.0
Matru Sagar,Yes,No,3.6,84,Banashankari,Quick Bites,"Coffee, Masala Dosa","South Indian, North Indian, Chinese",250.0
Vasanth Vihar - Since 1965,Yes,No,3.6,95,Banashankari,Quick Bites,,"South Indian, Street Food",150.0
Sea Spice by 7 Star,Yes,Yes,4.0,349,Banashankari,Casual Dining,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry","Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200.0
Desi Dawat,Yes,No,3.7,248,Kumaraswamy Layout,Quick Bites,"Tandoori Chicken, Rolls","North Indian, Fast Food",400.0
Cafe Aira,Yes,No,4.1,216,Basavanagudi,Cafe,"Pasta, Nachos, Jalapeno Poppers, Burrito Bowl, Ferrero Rocher Shake, Falafal Sandwich, Banana Waffles","Cafe, Continental, Beverages, Desserts",500.0
Mast Punjabi,Yes,No,2.6,231,Kumaraswamy Layout,Quick Bites,Aloo Paratha,"North Indian, Chinese, Rolls, Biryani, Kebab",400.0
South Grand,Yes,No,3.4,102,Uttarahalli,Casual Dining,Rava Dosa,"South Indian, North Indian, Chinese, Beverages",400.0
The Pizzeria,Yes,No,2.8,45,Banashankari,Casual Dining,Pesto Pizza,"Pizza, Italian, Salad",800.0
Cafe Zone,Yes,No,3.9,149,Kumaraswamy Layout,Quick Bites,,"Fast Food, Chinese, Rolls",300.0
Ruchis Point,Yes,No,3.8,75,Banashankari,Quick Bites,"Sandwiches, Noodles, Sandwich","Fast Food, Chinese",200.0
Firangi Bake,Yes,No,4.0,53,Rajarajeshwari Nagar,Delivery,"Lasagne, Steak, Masala Quesadilla, Garlic Bread","Mexican, Italian",600.0
The Royal Corner - Pai Viceroy,Yes,Yes,4.2,815,Jayanagar,Casual Dining,"Breakfast Buffet, Kulcha, Almond Soup, Lunch Buffet, Roti, Mocktails, Vegetarian","North Indian, Chinese",900.0
Hara Fine Dine,Yes,Yes,4.0,633,Banashankari,Casual Dining,"Hara Bhara Kabab, Crispy Corn, Patiala Paneer, Panneer Butter Masala, Dum Biryani, Jal-jeera, Butter Naan","North Indian, Chinese",800.0
Chocoberry,Yes,No,3.5,56,Jayanagar,Dessert Parlor,"Waffles, Cup Cake, Chocolate Cake","Ice Cream, Desserts, Beverages",400.0
Dakshin Grand,Yes,No,3.0,82,Banashankari,Quick Bites,,"South Indian, North Indian, Chinese, Street Food",300.0
Sandwichwallas,Yes,No,3.7,35,Jayanagar,Quick Bites,,Fast Food,200.0
Chai Mane,Yes,No,3.6,20,Basavanagudi,Quick Bites,,"Juices, Fast Food",150.0
SLV Upachar,Yes,No,3.1,14,Kumaraswamy Layout,Quick Bites,,"South Indian, Chinese, Street Food",250.0
Waffle-A-Go Go,Yes,No,3.9,70,Banashankari,Dessert Parlor,Waffles,"Fast Food, Desserts, Ice Cream",400.0
Cross Road Cafe,Yes,No,3.9,91,Jayanagar,Cafe,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali","Cafe, Fast Food, Chinese",300.0
Anand Donne Biriyani,Yes,No,3.6,45,Jayanagar,Quick Bites,,Biryani,200.0
Seven Star,Yes,No,3.4,7,Banashankari,Quick Bites,,"North Indian, Chinese",250.0
Stop 'N' Joy,Yes,No,3.8,28,Banashankari,Quick Bites,,Fast Food,150.0
Sri Yaksha Shiv Sagar,Yes,No,3.6,24,Banashankari,Casual Dining,,"North Indian, Chinese",600.0
Fudge,Yes,No,3.8,36,Basavanagudi,Dessert Parlor,,"Desserts, Momos",200.0
Just Bunny,Yes,No,3.5,11,Jayanagar,Quick Bites,,Fast Food,200.0
Bakers Town,Yes,No,3.8,77,Kumaraswamy Layout,Cafe,"Freak Shake, Fries, Pasta Alfredo","Cafe, Continental, Fast Food",650.0
Shree Mahalakshmi Sweets,Yes,No,3.2,8,Banashankari,Sweet Shop,,"Mithai, Street Food",100.0
Kaapi Kendra,Yes,No,3.7,14,Jayanagar,Quick Bites,,South Indian,100.0
Ivy,Yes,No,3.8,210,Kumaraswamy Layout,Casual Dining,"Butter Chicken, Chicken Grill, Tandoori Chicken, Noodles, Biryani, Fried Rice Chicken","North Indian, Chinese, Fast Food",600.0
The Airos,Yes,No,4.1,130,Jayanagar,Cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza",650.0
Chai Kraft,Yes,No,4.1,30,Jayanagar,Beverage Shop,"Masala Chai, Coffee, Masala Tea, Maggi","Beverages, Tea",100.0
South Point Pub,Yes,No,3.4,11,Basavanagudi,Bar,,"North Indian, Seafood, Chinese",800.0
The Trundle,Yes,No,3.7,133,Jayanagar,Casual Dining,"Salad, Mocktails, Chocolava, Pesto Pasta, Momos, Jasmine Rice, Tom Yum Soup","Chinese, Thai, Continental, North Indian",700.0
The Krishna Grand Xpress,Yes,No,4.0,136,Jayanagar,Quick Bites,"Vada, Masala Dosa, Idli","South Indian, Fast Food",350.0
Sri Krishna Darshini,Yes,No,3.1,4,Basavanagudi,Quick Bites,,"South Indian, North Indian, Chinese",200.0
Shringar Sweets & Snacks,Yes,No,3.5,11,Basavanagudi,"Sweet Shop, Quick Bites",,"Mithai, South Indian, Street Food, Fast Food",200.0
Udupi Grand,Yes,No,3.8,74,Basavanagudi,Quick Bites,"Coffee, Masala Dosa, Vegetable Biryani","South Indian, North Indian, Chinese",300.0
Ganesh Grand,Yes,No,3.7,30,Basavanagudi,Quick Bites,,"South Indian, North Indian, Desserts",300.0
Shreyas Upahar & Burger Point,Yes,No,3.0,7,Basavanagudi,Quick Bites,,"South Indian, Burger",200.0
Little Cafe,Yes,No,3.7,54,Basavanagudi,Cafe,"Pasta, Pizza, Burgers, Pancakes, Garlic Bread","Cafe, Beverages",600.0
Mumbai Badam Milk & Lassi Center,Yes,No,3.6,23,Basavanagudi,Kiosk,,"Beverages, Desserts",100.0
Sri Krishna Sagar,Yes,No,3.2,119,Banashankari,Casual Dining,,"North Indian, Chinese",400.0
Mylari Biryani Family Restaurant,Yes,No,3.7,73,Banashankari,Quick Bites,,"Biryani, Fast Food",400.0
1980s Games Cafe,Yes,No,3.4,58,Basavanagudi,Cafe,"Maggi, Pasta, Burgers, Sandwiches, Fries","Cafe, Fast Food",400.0
Kadala Tarangaa,Yes,No,3.6,129,Banashankari,Casual Dining,"Sea Food, Neer Dosa","Mangalorean, Seafood, North Indian",600.0
Namma Biryani,Yes,No,3.6,24,Banashankari,Quick Bites,,"Biryani, Chinese, North Indian",250.0
Nandhanu's Rasoi,Yes,No,3.0,175,Kumaraswamy Layout,Quick Bites,,"Chinese, North Indian",400.0
Hotel Pork Paradise,Yes,No,3.7,21,Mysore Road,Quick Bites,,South Indian,300.0
As On Fire,Yes,No,3.5,41,South Bangalore,Food Truck,Pizza,"Pizza, Fast Food, BBQ",400.0
J K Fish Land,Yes,No,3.6,35,Jayanagar,Quick Bites,,"Seafood, Mangalorean",300.0
Curry Leaves,Yes,No,4.1,176,Basavanagudi,Casual Dining,"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani","Andhra, North Indian, Chinese",800.0
Lassi Shop,Yes,No,3.5,45,Banashankari,Beverage Shop,,"Beverages, Ice Cream, Fast Food",300.0
Magic Meals,Yes,No,3.7,47,Jayanagar,"Quick Bites, Dessert Parlor","Biryani, Thick Shakes, Fries","Fast Food, Desserts, Beverages",400.0
Desi Cream Junction,Yes,Yes,3.7,36,Jayanagar,Casual Dining,Vegetarian,"Chinese, North Indian, Pizza, Italian",650.0
Drunken Monkey,Yes,No,3.8,52,Kumaraswamy Layout,"Beverage Shop, Quick Bites",,"Beverages, Fast Food",400.0
Ruchi's Corner,Yes,No,2.7,123,Banashankari,Quick Bites,,Fast Food,200.0
Tandoori Bytes,Yes,No,3.6,59,Kumaraswamy Layout,Casual Dining,,North Indian,700.0
Bangalore Donne Biriyani,Yes,No,3.2,4,Kumaraswamy Layout,Quick Bites,,"South Indian, Biryani",300.0
SGS Non Veg - Gundu Pulav,Yes,No,3.8,101,Banashankari,Quick Bites,,"Biryani, Fast Food",400.0
Keventers,Yes,No,3.7,54,Banashankari,"Beverage Shop, Dessert Parlor",,"Desserts, Beverages, Ice Cream",400.0
Navi Food Point,Yes,No,3.6,22,Basavanagudi,Quick Bites,,Fast Food,200.0
Shawarma Inc,Yes,No,3.1,31,Banashankari,Takeaway,,"Rolls, Lebanese",250.0
The Cafe Nuts and Bolts,Yes,No,3.0,29,Kumaraswamy Layout,Cafe,,"Cafe, Fast Food, Chinese",500.0
AM WOW,Yes,No,3.4,6,Jayanagar,Beverage Shop,,Beverages,100.0
Lalbagh Grand,Yes,No,3.0,22,Basavanagudi,Quick Bites,,"South Indian, North Indian, Chinese",250.0
Funjabi Curries,Yes,No,2.9,11,Banashankari,Quick Bites,,North Indian,500.0
Eat Repeat,Yes,No,3.9,101,Basavanagudi,Quick Bites,"Sweet Pongal, Curd Rice",South Indian,150.0
Salut,Yes,Yes,4.1,442,Jayanagar,"Pub, Casual Dining","Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken","Continental, Finger Food, Seafood, Pizza",1200.0
Nammura Donne Biriyani,Yes,No,3.5,155,Basavanagudi,Quick Bites,,"Biryani, Fast Food",400.0
Lassi Stop,Yes,No,3.4,12,Banashankari,"Beverage Shop, Quick Bites",,"Beverages, Fast Food, Juices",150.0
Dakshin Kitchen,Yes,No,3.6,15,Basavanagudi,Quick Bites,,South Indian,100.0
Sri Sai Cafe,Yes,No,3.5,10,Basavanagudi,Quick Bites,,South Indian,200.0
Sri Sai 99 Variety Dosa,Yes,No,3.8,25,Banashankari,Quick Bites,,South Indian,300.0
Utsav Restaurant,Yes,No,3.8,61,Banashankari,Quick Bites,,"North Indian, Chinese",300.0
Crunch and Munch,Yes,No,3.7,23,Uttarahalli,Quick Bites,,"Chinese, Street Food, Ice Cream",300.0
Food Geek,Yes,No,3.8,25,Basavanagudi,Quick Bites,,"Sandwich, Fast Food, Rolls",350.0
Sri Krishna Aramane,Yes,No,3.7,40,Kumaraswamy Layout,Quick Bites,,"South Indian, North Indian, Chinese, Fast Food",200.0
Great Indian Rolls,Yes,No,3.3,4,Basavanagudi,Quick Bites,,Rolls,100.0
Chats Point,Yes,No,3.4,8,Basavanagudi,Quick Bites,,"Fast Food, Street Food",150.0
Food Point,Yes,No,3.5,32,Kumaraswamy Layout,Quick Bites,,"North Indian, Chinese",300.0
Swarga Ruchi,Yes,No,3.3,10,Basavanagudi,Quick Bites,,South Indian,200.0
Kolkata King,Yes,No,3.4,6,Basavanagudi,Quick Bites,,"Fast Food, Rolls",300.0
Sandwich Mama's And Frozen Monster,Yes,No,3.8,53,Jayanagar,Quick Bites,"Waffles, Sandwiches, Maggi, Thick Shakes, Chocolate Sandwich","Ice Cream, Beverages, Fast Food",250.0
New Rajadhani Spicy,Yes,No,3.7,67,Kumaraswamy Layout,Casual Dining,,North Indian,700.0
Big Mishra Pedha,Yes,No,2.9,23,Jayanagar,Sweet Shop,,Mithai,250.0
VEGeatz,Yes,No,3.4,19,Banashankari,Quick Bites,,"South Indian, North Indian",200.0
Foodizo,Yes,No,3.6,24,Banashankari,Quick Bites,,"Desserts, Fast Food, Continental",300.0
Food Springs,Yes,No,4.0,232,Jayanagar,Quick Bites,"Honey Chilli Potatoes, Nachos, Lemonade, Hakka Noodles, Babycorn Manchurian, Mushroom Manchurian, Spring Roll","South Indian, Chinese",400.0
Chung's Chinese Corner,Yes,No,3.9,221,Jayanagar,Casual Dining,"Manchow Soup, Momos, Wonton Soup, Chowmein, American Chopsuey, Chop Suey, Manchurian",Chinese,700.0
Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,4.1,1063,Jayanagar,"Casual Dining, Bar","Pasta, Pizza, Nachos, Gelato, Ravioli, Jalapeno Poppers, Cocktails","Italian, Fast Food, Salad, BBQ",1200.0
Goli Vada Pav No. 1,Yes,No,3.7,93,Basavanagudi,Quick Bites,"Masala Vada Pav, Cheese Vada Pav, Fries",Street Food,200.0
Ragoo's,Yes,No,3.9,233,Jayanagar,Casual Dining,"Corn Augratin, Lasagne, Fries, Garlic Bread, Pili Pili Pizza, Mexican Rice, Ravioli","Italian, Pizza, North Indian, Salad",800.0
Pure & Natural,Yes,No,3.9,211,Jayanagar,Casual Dining,"Salads, Sandwiches, Pasta, Mocktails, Corn Sandwich, Garden Salad, Miso Salad","Fast Food, Continental, Beverages, Salad, Healthy Food",500.0
Maiyas,Yes,No,4.0,1778,Jayanagar,Quick Bites,"Coffee, Thali, Kharabath, Masala Dosa, Idli Vada, Vanilla Ice Cream, Bisi Bele Bhaath","North Indian, South Indian, Fast Food, Juices",200.0
Sip n Dine,Yes,No,3.6,218,Vijay Nagar,Casual Dining,"Veg Jaipuri, Neer Dosa, Kulcha, Pepper Chicken, Chilli Mushroom, Murgh Platter, Paneer Tikka","North Indian, Chinese, South Indian",800.0
Cafe Mondo,Yes,No,3.7,514,Basavanagudi,Cafe,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge","Cafe, Italian, Beverages",600.0
Jalpaan,Yes,Yes,4.0,866,Jayanagar,Casual Dining,"Mocktails, Tomato Soup, Pasta, Nachos, Chaat, Potli Biryani, Lassi","North Indian, Continental",900.0
Kataria's Pakwan,Yes,No,3.2,96,Kumaraswamy Layout,Quick Bites,"Paratha, Lassi, Manchurian, Thali",North Indian,400.0
Juicy Momos,Yes,No,3.5,80,Banashankari,Quick Bites,"Rolls, Burgers, Juicy Momos, Chicken Momo, Chocolate Momos, Mushroom Momo, Paneer Momos","Tibetan, Momos",250.0
Amande Patisserie,Yes,No,4.0,73,Basavanagudi,Bakery,"Macaroon, Mousse, Caramel Eclair","Bakery, French, Desserts",300.0
Anand Sweets and Savouries,Yes,No,3.9,84,Jayanagar,Sweet Shop,"Dahi Papadi Chaat, Papdi Chaat, Bhel Puri, Paratha, Kachori, Thali, Masala Poori","Mithai, Street Food",400.0
Chicken Hunt,Yes,No,3.5,88,Banashankari,Quick Bites,Chicken Grill,"South Indian, North Indian, Chinese, Biryani",350.0
Swadesh Tadka,Yes,No,3.5,179,Banashankari,Casual Dining,"Gulab Jamun, Roti, Masala Papad, Babycorn Manchurian, Paratha, Clear Soup, Biryani","North Indian, Chinese, Beverages",600.0
Cane-O-La,Yes,No,3.8,61,Basavanagudi,Quick Bites,"Sugarcane Juice, Popcorn",Juices,100.0
New Biryani Mane,Yes,No,3.7,128,Uttarahalli,Casual Dining,"Egg Biryani, Tandoori Chicken, Fish, Rumali Roti","North Indian, Chinese, Biryani, South Indian",450.0
Upahara Darshini,Yes,No,3.8,339,Jayanagar,Quick Bites,"Rava Dosa, Roti, Masala Dosa, Kulcha, Sandwiches, Vada Pav, Idli","South Indian, North Indian, Chinese",400.0
Karnataka Bhel House,Yes,No,4.1,449,Basavanagudi,Quick Bites,"Masala Poori, Bhel Puri, Panipuri, Chaat, Dahipuri, Sev Puri, Dahi Aloo Puri",Street Food,100.0
Sreeraj Lassi Bar,Yes,No,4.1,210,Jayanagar,"Dessert Parlor, Beverage Shop","Faluda, Mango Lassi, Sweet Lassi, Fruit Salad, Shrikhand, Matka Kulfi, Pudina Lassi",Beverages,150.0
Juice Junction Food Court,Yes,No,3.7,57,Basavanagudi,Quick Bites,,"Juices, South Indian, Chinese, Fast Food",200.0
Bunt's Biriyani Palace,Yes,No,3.0,213,Banashankari,Quick Bites,"Neer Dosa, Sea Food, Pepper Chicken","North Indian, South Indian, Chinese, Biryani, Seafood",400.0
Chai Point,Yes,No,3.2,208,Jayanagar,"Beverage Shop, Quick Bites","Ginger Chai, Ginger Tea, Banana Cake, Samosa, Masala Chai, Banana Walnut","Tea, Beverages, Fast Food",250.0
Janahaar,Yes,No,3.8,70,Banashankari,Quick Bites,"Masala Dosa, Idli, Filter Coffee, Medu Dosa",South Indian,100.0
Utsav,Yes,No,3.7,59,Banashankari,Quick Bites,"Paratha, Kachori, Tea, Lassi, Samosa, Vada Pav","North Indian, Street Food",200.0
Meat And Eat,Yes,No,3.1,10,Banashankari,Quick Bites,,"Fast Food, Burger",500.0
Snacks Bite,Yes,No,3.0,9,Kumaraswamy Layout,Quick Bites,,"Fast Food, Momos",400.0
The Spice Saga,Yes,No,3.7,124,Kumaraswamy Layout,Casual Dining,"Biryani, Chicken Grill, Butter Chicken","Biryani, North Indian, Chinese, Seafood",750.0
